gene	alteration	cancer_acronym	source
RAC1	mutation	SOLID	cgc
RAD21	mutation	AML	"cgc,in_silico_predicted"
RAD21	mutation	BLCA	in_silico_predicted
RAD21	mutation	CM	in_silico_predicted
RAD21	mutation	COREAD	"cgc,in_silico_predicted"
RAD21	mutation	ED	cgc
RAD21	mutation	ESCA	in_silico_predicted
RAD21	mutation	HNSC	in_silico_predicted
RAD21	mutation	L	cgc
RAD21	mutation	LUSC	in_silico_predicted
RAD21	mutation	SCLC	in_silico_predicted
RAD21	mutation	STAD	in_silico_predicted
RAD21	mutation	UCEC	in_silico_predicted
RAD23B	mutation	CM	in_silico_predicted
RAD23B	mutation	LUAD	in_silico_predicted
RAD23B	mutation	UCEC	in_silico_predicted
RAD50	mutation	CANCER-PR	predisposing
RAD51C	mutation	CANCER-PR	predisposing
RAD51D	mutation	CANCER-PR	predisposing
RAD51L3-RFFL	mutation	CANCER-PR	predisposing
RAD54B	mutation	COC	validated
RAD54B	mutation	NHLY	validated
RAD54L	mutation	COCA	validated
RAD54L	mutation	NHLY	validated
RAF1	mutation	CM	validated
RASA1	mutation	BCC	validated
RASA1	mutation	BLCA	in_silico_predicted
RASA1	mutation	CM	in_silico_predicted
RASA1	mutation	HNSC	in_silico_predicted
RASA1	mutation	LGG	in_silico_predicted
RASA1	mutation	LUAD	in_silico_predicted
RASA1	mutation	LUSC	in_silico_predicted
RASA1	mutation	MM	in_silico_predicted
RASA1	mutation	RCCC	in_silico_predicted
RASA1	mutation	STAD	in_silico_predicted
RASA2	mutation	CM	in_silico_predicted
RASGRP1	mutation	HNSC	in_silico_predicted
RB1	mutation	ALL	in_silico_predicted
RB1	mutation	BLCA	"biomarker,in_silico_predicted"
RB1	mutation	BRCA	"cgc,in_silico_predicted"
RB1	mutation	CLL	in_silico_predicted
RB1	mutation	CM	in_silico_predicted
RB1	mutation	GBM	in_silico_predicted
RB1	mutation	LGG	in_silico_predicted
RB1	mutation	LUAD	in_silico_predicted
RB1	mutation	LUSC	in_silico_predicted
RB1	mutation	NSCLC	in_silico_predicted
RB1	mutation	OV	in_silico_predicted
RB1	mutation	RB	"cgc,biomarker,validated"
RB1	mutation	S	cgc
RB1	mutation	SCLC	"cgc,validated,in_silico_predicted"
RBBP7	mutation	BRCA	in_silico_predicted
RBBP7	mutation	CM	in_silico_predicted
RBBP7	mutation	PRAD	in_silico_predicted
RBBP7	mutation	STAD	in_silico_predicted
RBBP7	mutation	UCEC	in_silico_predicted
RBBP8	mutation	PA	validated
RBM10	mutation	COREAD	in_silico_predicted
RBM10	mutation	ESCA	in_silico_predicted
RBM10	mutation	LUAD	in_silico_predicted
RBM10	mutation	LUSC	in_silico_predicted
RBM10	mutation	PAAD	in_silico_predicted
RBM5	mutation	BLCA	in_silico_predicted
RBM5	mutation	BRCA	in_silico_predicted
RBM5	mutation	LUAD	in_silico_predicted
RBM5	mutation	STAD	in_silico_predicted
RBM5	mutation	UCEC	in_silico_predicted
RBX1	mutation	MM	in_silico_predicted
RECQL4	mutation	SOLID-PR	predisposing
RET	mutation	CANCER	validated
RET	mutation	CANCER-PR	predisposing
RET	mutation	CM	cgc
RET	mutation	NSCLC	cgc
RET	mutation	PHEO	cgc
RET	mutation	TH	cgc
RET	mutation	THCA	"biomarker,validated"
RET	mutation	THM	"cgc,validated"
RFC4	mutation	BRCA	in_silico_predicted
RGS3	mutation	CM	in_silico_predicted
RGS3	mutation	LUSC	in_silico_predicted
RHEB	mutation	BRCA	in_silico_predicted
RHEB	mutation	CM	in_silico_predicted
RHEB	mutation	LUAD	in_silico_predicted
RHEB	mutation	UCEC	in_silico_predicted
RHOA	mutation	BLCA	in_silico_predicted
RHOA	mutation	BLY	cgc
RHOA	mutation	CM	in_silico_predicted
RHOA	mutation	ESCA	in_silico_predicted
RHOA	mutation	GIST	cgc
RHOA	mutation	HNSC	in_silico_predicted
RHOA	mutation	LY	cgc
RHOA	mutation	OV	in_silico_predicted
RHOA	mutation	STAD	in_silico_predicted
RHOT1	mutation	CM	in_silico_predicted
RIT1	mutation	L	validated
RNF43	mutation	CH	cgc
RNF43	mutation	COREAD	biomarker
RNF43	mutation	OV	cgc
RNF43	mutation	PA	cgc
RNF43	mutation	PAAD	in_silico_predicted
RNF6	mutation	ESCA	validated
ROS1	mutation	LUAD	validated
RP11-286N22.8	mutation	CANCER-PR	predisposing
RPGR	mutation	BRCA	in_silico_predicted
RPL10	mutation	TCALL	cgc
RPL22	mutation	CM	in_silico_predicted
RPL22	mutation	HNSC	in_silico_predicted
RPL22	mutation	RCCC	in_silico_predicted
RPL22	mutation	STAD	in_silico_predicted
RPL22	mutation	UCEC	in_silico_predicted
RPL5	mutation	ALL	in_silico_predicted
RPL5	mutation	BRCA	in_silico_predicted
RPL5	mutation	CM	in_silico_predicted
RPL5	mutation	GBM	in_silico_predicted
RPL5	mutation	LUSC	in_silico_predicted
RPL5	mutation	RCCC	in_silico_predicted
RPL5	mutation	TCALL	cgc
RPL5	mutation	UCEC	in_silico_predicted
RPSAP58	mutation	BLCA	in_silico_predicted
RPSAP58	mutation	GBM	in_silico_predicted
RPSAP58	mutation	HNSC	in_silico_predicted
RPSAP58	mutation	PRAD	in_silico_predicted
RPSAP58	mutation	THCA	in_silico_predicted
RQCD1	mutation	PRAD	in_silico_predicted
RRAS2	mutation	OV	validated
RRAS2	mutation	PAAD	in_silico_predicted
RTN4	mutation	CM	in_silico_predicted
RTN4	mutation	COREAD	in_silico_predicted
RTN4	mutation	ESCA	in_silico_predicted
RTN4	mutation	HC	in_silico_predicted
RTN4	mutation	LUAD	in_silico_predicted
RTN4	mutation	LUSC	in_silico_predicted
RTN4	mutation	STAD	in_silico_predicted
RTN4	mutation	UCEC	in_silico_predicted
RUNX1	mutation	AML	"validated,in_silico_predicted"
RUNX1	mutation	BRCA	in_silico_predicted
RUNX1	mutation	CM	in_silico_predicted
RUNX1	mutation	COREAD	in_silico_predicted
RUNX1	mutation	HNSC	in_silico_predicted
RUNX1	mutation	STAD	in_silico_predicted
RUNX1	mutation	UCEC	in_silico_predicted
RUNX3	mutation	PAAD	in_silico_predicted
SBDS	mutation	AML	cgc
SBDS	mutation	MDS	cgc
SCAI	mutation	PRAD	in_silico_predicted
SDHA	mutation	CANCER-PR	predisposing
SDHAF2	mutation	CANCER-PR	predisposing
SDHAF2	mutation	PARG	cgc
SDHB	mutation	CANCER-PR	predisposing
SDHB	mutation	PARG	cgc
SDHB	mutation	PHEO	cgc
SDHC	mutation	CANCER-PR	predisposing
SDHC	mutation	PARG	cgc
SDHC	mutation	PHEO	cgc
SDHD	mutation	CANCER-PR	"validated,predisposing"
SDHD	mutation	MERC	validated
SDHD	mutation	PARG	cgc
SDHD	mutation	PHEO	cgc
SEC24D	mutation	BRCA	in_silico_predicted
SEC24D	mutation	CM	in_silico_predicted
SEC24D	mutation	HNSC	in_silico_predicted
SEC24D	mutation	LUSC	in_silico_predicted
SEC24D	mutation	NSCLC	in_silico_predicted
SEC24D	mutation	RCCC	in_silico_predicted
SEC31A	mutation	UCEC	in_silico_predicted
SETBP1	mutation	ACML	cgc
SETBP1	mutation	AML	cgc
SETBP1	mutation	CML	cgc
SETBP1	mutation	DNT	cgc
SETBP1	mutation	MDS	cgc
SETBP1	mutation	MML	cgc
SETD2	mutation	BLCA	in_silico_predicted
SETD2	mutation	BRCA	in_silico_predicted
SETD2	mutation	CANCER	biomarker
SETD2	mutation	ESCA	in_silico_predicted
SETD2	mutation	LGG	in_silico_predicted
SETD2	mutation	LUAD	in_silico_predicted
SETD2	mutation	LUSC	in_silico_predicted
SETD2	mutation	OV	in_silico_predicted
SETD2	mutation	RCCC	"cgc,in_silico_predicted"
SETD2	mutation	STAD	in_silico_predicted
SETDB1	mutation	BLCA	in_silico_predicted
SETDB1	mutation	BRCA	in_silico_predicted
SETDB1	mutation	CLL	in_silico_predicted
SETDB1	mutation	CM	in_silico_predicted
SETDB1	mutation	HC	in_silico_predicted
SETDB1	mutation	LUAD	in_silico_predicted
SETDB1	mutation	LUSC	in_silico_predicted
SETDB1	mutation	OV	in_silico_predicted
SETDB1	mutation	PRAD	in_silico_predicted
SF3A3	mutation	BLCA	in_silico_predicted
SF3A3	mutation	CM	in_silico_predicted
SF3A3	mutation	LUSC	in_silico_predicted
SF3B1	mutation	AML	validated
SF3B1	mutation	BLCA	in_silico_predicted
SF3B1	mutation	BRCA	in_silico_predicted
SF3B1	mutation	CANCER	"biomarker,validated"
SF3B1	mutation	CLL	in_silico_predicted
SF3B1	mutation	CM	in_silico_predicted
SF3B1	mutation	COREAD	in_silico_predicted
SF3B1	mutation	ESCA	in_silico_predicted
SF3B1	mutation	GBM	in_silico_predicted
SF3B1	mutation	HC	in_silico_predicted
SF3B1	mutation	HNSC	in_silico_predicted
SF3B1	mutation	LUAD	in_silico_predicted
SF3B1	mutation	LUSC	in_silico_predicted
SF3B1	mutation	MDS	cgc
SF3B1	mutation	MM	in_silico_predicted
SF3B1	mutation	PAAD	in_silico_predicted
SF3B1	mutation	STAD	in_silico_predicted
SF3B3	mutation	PAAD	in_silico_predicted
SFPQ	mutation	BLCA	in_silico_predicted
SFPQ	mutation	BRCA	in_silico_predicted
SFPQ	mutation	CM	in_silico_predicted
SFPQ	mutation	LUAD	in_silico_predicted
SGK1	mutation	DLBCL	validated
SH2B3	mutation	ALL	"cgc,in_silico_predicted"
SH2B3	mutation	AML	cgc
SH2B3	mutation	HEMATO	cgc
SH2B3	mutation	MDPS	biomarker
SH2B3	mutation	PV	cgc
SHMT1	mutation	ESCA	in_silico_predicted
SHMT1	mutation	LUAD	in_silico_predicted
SHMT1	mutation	RCCC	in_silico_predicted
SHMT1	mutation	UCEC	in_silico_predicted
SIN3A	mutation	GBM	in_silico_predicted
SIN3A	mutation	HNSC	in_silico_predicted
SIN3A	mutation	LUAD	in_silico_predicted
SIN3A	mutation	LUSC	in_silico_predicted
SIN3A	mutation	OV	in_silico_predicted
SIN3A	mutation	RCCC	in_silico_predicted
SIN3A	mutation	SCLC	in_silico_predicted
SIN3A	mutation	STAD	in_silico_predicted
SLC22A18	mutation	L	validated
SLC22A18	mutation	PAAD	in_silico_predicted
SMAD2	mutation	CM	in_silico_predicted
SMAD2	mutation	COREAD	in_silico_predicted
SMAD2	mutation	HNSC	in_silico_predicted
SMAD2	mutation	LUAD	in_silico_predicted
SMAD2	mutation	LUSC	in_silico_predicted
SMAD2	mutation	RCCC	in_silico_predicted
SMAD2	mutation	STAD	in_silico_predicted
SMAD2	mutation	UCEC	in_silico_predicted
SMAD3	mutation	PAAD	in_silico_predicted
SMAD4	mutation	BLCA	in_silico_predicted
SMAD4	mutation	BRCA	in_silico_predicted
SMAD4	mutation	CANCER-PR	predisposing
SMAD4	mutation	CM	in_silico_predicted
SMAD4	mutation	COREAD	"cgc,validated,in_silico_predicted"
SMAD4	mutation	DT-PR	predisposing
SMAD4	mutation	ESCA	in_silico_predicted
SMAD4	mutation	LUAD	in_silico_predicted
SMAD4	mutation	LUSC	in_silico_predicted
SMAD4	mutation	PA	"cgc,validated"
SMAD4	mutation	PAAD	in_silico_predicted
SMAD4	mutation	PRAD	in_silico_predicted
SMAD4	mutation	SIN	cgc
SMAD4	mutation	STAD	in_silico_predicted
SMARCA1	mutation	PRAD	in_silico_predicted
SMARCA4	mutation	BRCA	in_silico_predicted
SMARCA4	mutation	DLBCL	in_silico_predicted
SMARCA4	mutation	ESCA	in_silico_predicted
SMARCA4	mutation	HNSC	in_silico_predicted
SMARCA4	mutation	LGG	in_silico_predicted
SMARCA4	mutation	LUAD	in_silico_predicted
SMARCA4	mutation	MB	in_silico_predicted
SMARCA4	mutation	MRT-PR	predisposing
SMARCA4	mutation	NSCLC	"cgc,in_silico_predicted"
SMARCA4	mutation	OV	biomarker
SMARCA4	mutation	OVSC	cgc
SMARCA4	mutation	STAD	in_silico_predicted
SMARCB1	mutation	MRT	cgc
SMARCB1	mutation	PRAD	in_silico_predicted
SMARCD1	mutation	BRCA	cgc
SMARCE1	mutation	MEN	cgc
SMC1A	mutation	BLCA	in_silico_predicted
SMC1A	mutation	CM	in_silico_predicted
SMC1A	mutation	COREAD	in_silico_predicted
SMC1A	mutation	ESCA	in_silico_predicted
SMC1A	mutation	HNSC	in_silico_predicted
SMC1A	mutation	LUAD	in_silico_predicted
SMC1A	mutation	RCCC	in_silico_predicted
SMC1A	mutation	STAD	in_silico_predicted
SMC1A	mutation	UCEC	in_silico_predicted
SMO	mutation	BCC	"cgc,validated"
SMO	mutation	MB	"validated,in_silico_predicted"
SMO	mutation	MEN	in_silico_predicted
SMURF2	mutation	CM	in_silico_predicted
SOCS1	mutation	BCL	cgc
SOCS1	mutation	HLY	cgc
SOCS1	mutation	LY	biomarker
SOS1	mutation	BLCA	in_silico_predicted
SOS1	mutation	BRCA	in_silico_predicted
SOS1	mutation	CM	in_silico_predicted
SOS1	mutation	GBM	in_silico_predicted
SOS1	mutation	OV	in_silico_predicted
SOS1	mutation	SCLC	in_silico_predicted
SOS1	mutation	STAD	in_silico_predicted
SOS2	mutation	BLCA	in_silico_predicted
SOS2	mutation	BRCA	in_silico_predicted
SOS2	mutation	CM	in_silico_predicted
SOS2	mutation	COREAD	in_silico_predicted
SOS2	mutation	SCLC	in_silico_predicted
SOS2	mutation	STAD	in_silico_predicted
SOX17	mutation	UCEC	in_silico_predicted
SOX9	mutation	CM	in_silico_predicted
SOX9	mutation	COREAD	in_silico_predicted
SOX9	mutation	ESCA	in_silico_predicted
SOX9	mutation	GBM	in_silico_predicted
SOX9	mutation	HNSC	in_silico_predicted
SOX9	mutation	LUAD	in_silico_predicted
SOX9	mutation	RCCC	in_silico_predicted
SOX9	mutation	STAD	in_silico_predicted
SPEN	mutation	DLBCL	cgc
SPEN	mutation	NHLY	cgc
SPEN	mutation	SG	cgc
SPOP	mutation	CM	in_silico_predicted
SPOP	mutation	ED	cgc
SPOP	mutation	HNSC	in_silico_predicted
SPOP	mutation	PRAD	"cgc,in_silico_predicted"
SPOP	mutation	STAD	in_silico_predicted
SPOP	mutation	UCEC	in_silico_predicted
SPRR3	mutation	LUAD	in_silico_predicted
SPTAN1	mutation	BRCA	in_silico_predicted
SPTAN1	mutation	ESCA	in_silico_predicted
SPTAN1	mutation	GBM	in_silico_predicted
SPTAN1	mutation	HNSC	in_silico_predicted
SPTAN1	mutation	LUSC	in_silico_predicted
SPTAN1	mutation	SCLC	in_silico_predicted
SRC	mutation	COC	validated
SRGAP1	mutation	BRCA	in_silico_predicted
SRGAP3	mutation	COREAD	in_silico_predicted
SRGAP3	mutation	ESCA	in_silico_predicted
SRGAP3	mutation	LUSC	in_silico_predicted
SRGAP3	mutation	MM	in_silico_predicted
SRGAP3	mutation	RCCC	in_silico_predicted
SRGAP3	mutation	STAD	in_silico_predicted
SRGAP3	mutation	UCEC	in_silico_predicted
SRSF2	mutation	CLL	cgc
SRSF2	mutation	MDS	cgc
STAG1	mutation	BLCA	in_silico_predicted
STAG1	mutation	BRCA	in_silico_predicted
STAG1	mutation	CM	in_silico_predicted
STAG1	mutation	LUAD	in_silico_predicted
STAG1	mutation	LUSC	in_silico_predicted
STAG1	mutation	NB	in_silico_predicted
STAG1	mutation	OV	in_silico_predicted
STAG2	mutation	AML	in_silico_predicted
STAG2	mutation	BLCA	"cgc,in_silico_predicted"
STAG2	mutation	BRCA	in_silico_predicted
STAG2	mutation	CLL	in_silico_predicted
STAG2	mutation	CM	"cgc,in_silico_predicted"
STAG2	mutation	COREAD	in_silico_predicted
STAG2	mutation	EWS	cgc
STAG2	mutation	G	biomarker
STAG2	mutation	GBM	"cgc,in_silico_predicted"
STAG2	mutation	HNSC	in_silico_predicted
STAG2	mutation	LK	cgc
STAG2	mutation	OV	in_silico_predicted
STARD13	mutation	STAD	in_silico_predicted
STAT3	mutation	LGLK	cgc
STAT5B	mutation	APML	cgc
STAT5B	mutation	BCC	cgc
STAT5B	mutation	LGLK	cgc
STAT6	mutation	DLBCL	validated
STIP1	mutation	BRCA	in_silico_predicted
STIP1	mutation	HNSC	in_silico_predicted
STIP1	mutation	LUAD	in_silico_predicted
STIP1	mutation	STAD	in_silico_predicted
STIP1	mutation	UCEC	in_silico_predicted
STK11	mutation	BRCA	in_silico_predicted
STK11	mutation	CANCER	"biomarker,validated"
STK11	mutation	CANCER-PR	predisposing
STK11	mutation	CM	"validated,in_silico_predicted"
STK11	mutation	LUAD	"biomarker,in_silico_predicted"
STK11	mutation	LUSC	in_silico_predicted
STK11	mutation	NSCLC	"cgc,validated"
STK11	mutation	OV	cgc
STK11	mutation	PA	"cgc,validated"
STK11	mutation	T	"cgc,validated"
STK4	mutation	BLCA	in_silico_predicted
STK4	mutation	BRCA	in_silico_predicted
STK4	mutation	LUAD	in_silico_predicted
STK4	mutation	LUSC	in_silico_predicted
STK4	mutation	STAD	in_silico_predicted
SUFU	mutation	MB	cgc
SUV39H1	mutation	MM	in_silico_predicted
SUZ12	mutation	AML	in_silico_predicted
SUZ12	mutation	BLCA	in_silico_predicted
SUZ12	mutation	BRCA	in_silico_predicted
SUZ12	mutation	CANCER	biomarker
SUZ12	mutation	CM	in_silico_predicted
SUZ12	mutation	LUSC	in_silico_predicted
SUZ12	mutation	STAD	in_silico_predicted
SUZ12	mutation	UCEC	in_silico_predicted
SVEP1	mutation	BRCA	in_silico_predicted
SVEP1	mutation	CM	in_silico_predicted
SVEP1	mutation	LUAD	in_silico_predicted
SVEP1	mutation	PRAD	in_silico_predicted
SYK	mutation	CM	in_silico_predicted
SYNCRIP	mutation	CM	in_silico_predicted
SYNCRIP	mutation	COREAD	in_silico_predicted
SYNCRIP	mutation	ESCA	in_silico_predicted
SYNCRIP	mutation	LUAD	in_silico_predicted
SYNCRIP	mutation	LUSC	in_silico_predicted
SYNCRIP	mutation	UCEC	in_silico_predicted
TAF1	mutation	BLCA	in_silico_predicted
TAF1	mutation	BRCA	in_silico_predicted
TAF1	mutation	COREAD	in_silico_predicted
TAF1	mutation	ESCA	in_silico_predicted
TAF1	mutation	LGG	in_silico_predicted
TAF1	mutation	MB	in_silico_predicted
TAF1	mutation	NB	in_silico_predicted
TAF1	mutation	PRAD	in_silico_predicted
TAF1	mutation	SCLC	in_silico_predicted
TAF1	mutation	STAD	in_silico_predicted
TAOK1	mutation	BLCA	in_silico_predicted
TAOK1	mutation	CM	in_silico_predicted
TAOK1	mutation	ESCA	in_silico_predicted
TAOK1	mutation	HNSC	in_silico_predicted
TAOK1	mutation	LUAD	in_silico_predicted
TAOK2	mutation	BLCA	in_silico_predicted
TAOK2	mutation	ESCA	in_silico_predicted
TAOK2	mutation	HNSC	in_silico_predicted
TAOK2	mutation	LUAD	in_silico_predicted
TAOK2	mutation	LUSC	in_silico_predicted
TAOK2	mutation	PRAD	in_silico_predicted
TAOK2	mutation	RCCC	in_silico_predicted
TAOK2	mutation	STAD	in_silico_predicted
TBL1XR1	mutation	BLCA	"cgc,in_silico_predicted"
TBL1XR1	mutation	BRCA	in_silico_predicted
TBL1XR1	mutation	CNSLY	cgc
TBL1XR1	mutation	COREAD	cgc
TBL1XR1	mutation	HC	in_silico_predicted
TBL1XR1	mutation	HNSC	in_silico_predicted
TBL1XR1	mutation	LUAD	in_silico_predicted
TBL1XR1	mutation	LUSC	in_silico_predicted
TBL1XR1	mutation	NHLY	cgc
TBL1XR1	mutation	PRAD	in_silico_predicted
TBL1XR1	mutation	RCCC	in_silico_predicted
TBL1XR1	mutation	STAD	in_silico_predicted
TBL1XR1	mutation	UCEC	in_silico_predicted
TBX3	mutation	BLCA	in_silico_predicted
TBX3	mutation	BRCA	"cgc,in_silico_predicted"
TBX3	mutation	CM	in_silico_predicted
TBX3	mutation	COREAD	in_silico_predicted
TBX3	mutation	ESCA	in_silico_predicted
TBX3	mutation	HNSC	in_silico_predicted
TBX3	mutation	LUSC	in_silico_predicted
TBX3	mutation	OV	in_silico_predicted
TBX3	mutation	PRAD	in_silico_predicted
TBX3	mutation	SCLC	in_silico_predicted
TBX3	mutation	STAD	in_silico_predicted
TBX3	mutation	UCEC	in_silico_predicted
TCF12	mutation	BRCA	in_silico_predicted
TCF12	mutation	CM	in_silico_predicted
TCF12	mutation	COREAD	in_silico_predicted
TCF12	mutation	HNSC	in_silico_predicted
TCF12	mutation	LGG	in_silico_predicted
TCF12	mutation	LUAD	in_silico_predicted
TCF12	mutation	RCCC	in_silico_predicted
TCF4	mutation	CM	in_silico_predicted
TCF4	mutation	HNSC	in_silico_predicted
TCF4	mutation	LUAD	in_silico_predicted
TCF4	mutation	MB	in_silico_predicted
TCF4	mutation	STAD	in_silico_predicted
TCF7L2	mutation	BRCA	in_silico_predicted
TCF7L2	mutation	COREAD	in_silico_predicted
TCF7L2	mutation	LUAD	in_silico_predicted
TCF7L2	mutation	OV	in_silico_predicted
TCF7L2	mutation	STAD	in_silico_predicted
TET2	mutation	AML	in_silico_predicted
TET2	mutation	MDS	cgc
TFDP1	mutation	BRCA	in_silico_predicted
TFDP1	mutation	CM	in_silico_predicted
TFDP1	mutation	HNSC	in_silico_predicted
TFDP1	mutation	LUAD	in_silico_predicted
TFDP1	mutation	LUSC	in_silico_predicted
TFDP1	mutation	OV	in_silico_predicted
TFDP1	mutation	STAD	in_silico_predicted
TFDP1	mutation	UCEC	in_silico_predicted
TFDP2	mutation	CM	in_silico_predicted
TFDP2	mutation	HNSC	in_silico_predicted
TFDP2	mutation	LUSC	in_silico_predicted
TGFBR1	mutation	PAAD	in_silico_predicted
TGFBR2	mutation	BLCA	in_silico_predicted
TGFBR2	mutation	BRCA	in_silico_predicted
TGFBR2	mutation	CM	in_silico_predicted
TGFBR2	mutation	COC-PR	validated
TGFBR2	mutation	COREAD	in_silico_predicted
TGFBR2	mutation	ESCA	validated
TGFBR2	mutation	GBM	in_silico_predicted
TGFBR2	mutation	HNSC	in_silico_predicted
TGFBR2	mutation	LUAD	in_silico_predicted
TGFBR2	mutation	LUSC	in_silico_predicted
TGFBR2	mutation	OV	in_silico_predicted
TGFBR2	mutation	PAAD	in_silico_predicted
TGFBR2	mutation	UCEC	in_silico_predicted
THRAP3	mutation	AML	in_silico_predicted
THRAP3	mutation	BLCA	in_silico_predicted
THRAP3	mutation	BRCA	in_silico_predicted
THRAP3	mutation	HNSC	in_silico_predicted
THRAP3	mutation	LUSC	in_silico_predicted
THRAP3	mutation	PRAD	in_silico_predicted
THRAP3	mutation	STAD	in_silico_predicted
TJP1	mutation	GBM	in_silico_predicted
TJP1	mutation	LGG	in_silico_predicted
TJP1	mutation	OV	in_silico_predicted
TJP1	mutation	PRAD	in_silico_predicted
TJP1	mutation	RCCC	in_silico_predicted
TJP1	mutation	SCLC	in_silico_predicted
TJP1	mutation	STAD	in_silico_predicted
TJP1	mutation	THCA	in_silico_predicted
TJP2	mutation	CM	in_silico_predicted
TJP2	mutation	HNSC	in_silico_predicted
TJP2	mutation	LUSC	in_silico_predicted
TJP2	mutation	PRAD	in_silico_predicted
TJP2	mutation	RCCC	in_silico_predicted
TJP2	mutation	STAD	in_silico_predicted
TMEM127	mutation	CANCER-PR	predisposing
TNFAIP3	mutation	BCL	cgc
TNFAIP3	mutation	HLY	cgc
TNFAIP3	mutation	LY	cgc
TNFRSF14	mutation	FL	cgc
TNFSF10	mutation	MM	in_silico_predicted
TNPO1	mutation	BLCA	in_silico_predicted
TNPO1	mutation	BRCA	in_silico_predicted
TNPO1	mutation	CM	in_silico_predicted
TNPO1	mutation	LUAD	in_silico_predicted
TNPO1	mutation	LUSC	in_silico_predicted
TNPO1	mutation	STAD	in_silico_predicted
TNPO2	mutation	STAD	in_silico_predicted
TOM1	mutation	BRCA	in_silico_predicted
TOM1	mutation	LUAD	in_silico_predicted
TOM1	mutation	LUSC	in_silico_predicted
TOM1	mutation	OV	in_silico_predicted
TP53	mutation	AC	cgc
TP53	mutation	ACC	cgc
TP53	mutation	ALL	in_silico_predicted
TP53	mutation	AML	"validated,in_silico_predicted"
TP53	mutation	BCL	biomarker
TP53	mutation	BLCA	in_silico_predicted
TP53	mutation	BRCA	"cgc,validated,in_silico_predicted"
TP53	mutation	CANCER	"cgc,biomarker,validated"
TP53	mutation	CANCER-PR	"validated,predisposing"
TP53	mutation	CER	validated
TP53	mutation	CLL	"biomarker,in_silico_predicted"
TP53	mutation	CM	"cgc,in_silico_predicted"
TP53	mutation	COREAD	"cgc,validated,in_silico_predicted"
TP53	mutation	DLBCL	in_silico_predicted
TP53	mutation	ESCA	in_silico_predicted
TP53	mutation	G	cgc
TP53	mutation	GBM	in_silico_predicted
TP53	mutation	HC	"validated,in_silico_predicted"
TP53	mutation	HNC	"biomarker,validated"
TP53	mutation	HNSC	in_silico_predicted
TP53	mutation	L	cgc
TP53	mutation	LGG	in_silico_predicted
TP53	mutation	LUAD	in_silico_predicted
TP53	mutation	LUSC	in_silico_predicted
TP53	mutation	MB	in_silico_predicted
TP53	mutation	MM	in_silico_predicted
TP53	mutation	NSCLC	in_silico_predicted
TP53	mutation	NSPH	validated
TP53	mutation	OV	"biomarker,in_silico_predicted"
TP53	mutation	PA	validated
TP53	mutation	PAAD	in_silico_predicted
TP53	mutation	PRAD	in_silico_predicted
TP53	mutation	S	cgc
TP53	mutation	SCLC	in_silico_predicted
TP53	mutation	STAD	in_silico_predicted
TP53	mutation	THCA	"validated,in_silico_predicted"
TP53	mutation	THYM	biomarker
TP53	mutation	UCEC	in_silico_predicted
TP53BP1	mutation	BLCA	in_silico_predicted
TP53BP1	mutation	COREAD	in_silico_predicted
TP53BP1	mutation	ESCA	in_silico_predicted
TP53BP1	mutation	LUAD	in_silico_predicted
TP53BP1	mutation	OV	in_silico_predicted
TP53BP1	mutation	PRAD	in_silico_predicted
TP53BP1	mutation	RCCC	in_silico_predicted
TP53BP1	mutation	STAD	in_silico_predicted
TP53BP1	mutation	UCEC	in_silico_predicted
TPMT	mutation	CANCER	validated
TRAF3	mutation	MM	in_silico_predicted
TRAF5	mutation	DLBCL	validated
TRAF7	mutation	MEN	"cgc,in_silico_predicted"
TRERF1	mutation	CM	in_silico_predicted
TRIO	mutation	BLCA	in_silico_predicted
TRIO	mutation	BRCA	in_silico_predicted
TRIO	mutation	CLL	in_silico_predicted
TRIO	mutation	COREAD	in_silico_predicted
TRIO	mutation	ESCA	in_silico_predicted
TRIO	mutation	GBM	in_silico_predicted
TRIO	mutation	HNSC	in_silico_predicted
TRIO	mutation	LGG	in_silico_predicted
TRIO	mutation	NB	in_silico_predicted
TRIO	mutation	OV	in_silico_predicted
TRIO	mutation	PRAD	in_silico_predicted
TRIO	mutation	RCCC	in_silico_predicted
TRIO	mutation	THCA	in_silico_predicted
TRIP10	mutation	HNSC	in_silico_predicted
TRRAP	mutation	CM	cgc
TSC1	mutation	BLCA	"cgc,in_silico_predicted"
TSC1	mutation	CANCER-PR	predisposing
TSC1	mutation	RA-TSC	"cgc,biomarker"
TSC1	mutation	RCCC	cgc
TSC1	mutation	RCCC-TSC	cgc
TSC2	mutation	CANCER-PR	predisposing
TSC2	mutation	HNSC	cgc
TSC2	mutation	RA	cgc
TSC2	mutation	RA-TSC	"cgc,biomarker"
TSC2	mutation	RCCC	cgc
TSC2	mutation	RCCC-TSC	cgc
TSC2	mutation	THCA	"biomarker,validated"
TSHR	mutation	THA	cgc
TXNIP	mutation	BLCA	in_silico_predicted
U2AF1	mutation	AML	"validated,in_silico_predicted"
U2AF1	mutation	CLL	cgc
U2AF1	mutation	HNSC	in_silico_predicted
U2AF1	mutation	LUAD	in_silico_predicted
U2AF1	mutation	MDS	cgc
U2AF1	mutation	PAAD	in_silico_predicted
U2AF1	mutation	UCEC	in_silico_predicted
UBC	mutation	MM	in_silico_predicted
UBR5	mutation	COREAD	cgc
UBR5	mutation	MCL	cgc
